loc_verbatim,loc_name,loc_auth,,
Paris,Paris,"Paris, France",,
"Paris, France",Paris,"Paris, France",,
"Paris, France (1 rue Talleyrand)",1 rue Talleyrand,"Paris, France",,
"Paris, France (10 Rue Frochet)",10 rue Frochot,"Paris, France",,
"Paris, France (12 rue Elzévir)",12 rue Elzévir,"Paris, France",,
"Paris, France (120 Champs Elysées)",120 Champs Elysées,"Paris, France",,
"Paris, France (15 rue de Presbourg)",15 rue de Presbourg,"Paris, France",,
"Paris, France (15 rue Drouot)",15 rue Drouot,"Paris, France",,
"Paris, France (16 rue d'Argout)",16 rue d'Argout,"Paris, France",,
"Paris, France (16 rue de 4 septembre)",16 rue de 4 Septembre,"Paris, France",,
"Paris, France (16 rue de Crussot)",16 rue de Crussot,"Paris, France",,
"Paris, France (16 rue Vivienne)",16 rue Vivienne,"Paris, France",,
"Paris, France (17 Quai Malaquais)",17 quai Malaquais,"Paris, France",,
"Paris, France (18, rue Bergère)",18 rue Bergère,"Paris, France",,
"Paris, France (19, rue Bergère)",19 rue Bergère,"Paris, France",,
"Paris, France (21 quai Voltaire)",21 quai Voltaire,"Paris, France",,
"Paris, France (22 Cours de la Reine)",22 Cours de la Reine,"Paris, France",,
"Paris, France (22 rue Hauteville)",22 rue Hauteville,"Paris, France",,
"Paris, France (23 boulevard Malesherbes)",23 boulevard Malesherbes,"Paris, France",,
"Paris, France (23 boulevard Poissonnière)",23 boulevard Poissonnière,"Paris, France",,
"Paris, France (23 rue Lafitte)",23 rue Laffitte,"Paris, France",,
"Paris, France (25 quai Voltaire)",25 quai Voltaire,"Paris, France",,
"Paris, France (3 rue Laffite)",3 rue Laffitte,"Paris, France",,
"Paris, France (35 rue de Lyon)",35 rue de Lyon,"Paris, France",,
"Paris, France (36 boulevard des Italiens)",36 boulevard des Italiens,"Paris, France",,
"Paris, France (37 Avenue Kleber)",37 avenue Kléber,"Paris, France",,
"Paris, France (40 avenue des champs Elysées)",40 avenue des Champs Elysées,"Paris, France",,
"Paris, France (40 rue de la Boétie)",40 rue de La Boétie,"Paris, France",,
"Paris, France (41 Rue des Martyrs)",41 rue des Martyrs,"Paris, France",,
"Paris, France (45 Avenue Montaigne)",45 avenue Montaigne,"Paris, France",,
"Paris, France (47, avenue de Friedland)",47 avenue de Friedland,"Paris, France",,
"Paris, France (47, rue Taitbout)",47 rue Taitbout,"Paris, France",,
"Paris, France (48 rue du Luxembourg)",48 rue du Luxembourg,"Paris, France",,
"Paris, France (5 passage Violet)",5 passage Violet,"Paris, France",,
"Paris, France (5 rue Scribe)",5 rue Scribe,"Paris, France",,
"Paris, France (59 avenue de la Grande Armée)",59 avenue de la Grande Armée,"Paris, France",,
"Paris, France (6 Cité Rougemont)",6 Cité Rougemont,"Paris, France",,
"Paris, France (7, rue Saint Georges)",7 rue Saint Georges,"Paris, France",,
"Paris, France (70 rue de Rochechouart)",70 rue de Rochechouart,"Paris, France",,
"Paris, France (75 ave. Kleber)",75 avenue Kléber,"Paris, France",,
"Paris, France (8, rue Laffite)",8 rue Laffitte,"Paris, France",,
"Paris, France (89 rue Hautevile)",89 rue Hautevile,"Paris, France",,
"Paris, France (9 rue Chaptal)",9 rue Chaptal,"Paris, France",,
"Paris, France (9, rue Caumartin)",9 rue Caumartin,"Paris, France",,
"Paris, France (94 rue d'Amsterdam)",94 rue d'Amsterdam,"Paris, France",,
"Paris, France (Faubourg Poissonnière)",rue du Faubourg Poissonnière,"Paris, France",,
"Paris, France (rue d'Aumale)",rue d'Aumale,"Paris, France",,
"Paris, France (rue de Douai)",rue de Douai,"Paris, France",,
"Paris, France (rue de la Chausséee d'Antin)",rue de la Chaussée d'Antin,"Paris, France",,
"Paris, France (Rue Godot de Mauroi)",rue Godot de Mauroy,"Paris, France",,
"Paris, France (rue Laffitte)",rue Laffitte,"Paris, France",,
"Paris,France",Paris,"Paris, France",,
"Passy, France (20 Chaussée de la Muette)",20 Chaussée de la Muette,"Passy, France",,
Pau,Pau,"Pau, France",,
"Pau, Paris, Francde",Pau,"Paris, France",,
"Pau, Paris, France",Pau,"Paris, France",,
Paul Chevallier,10 rue Grange Batelière,"Paris, France",,
Paul Chevallier commissaire priseur 10 Rue de la Grange Batelière,10 rue de la Grange Batelière,"Paris, France",,
Paul Détrimont,rue Laffitte,"Paris, France",,
Pesme,Premises of Pesme,France,,
Philadelphia,Philadelphia,"Philadelphia, PA, USA",,
"Philadelphia, PA, USA",Philadelphia,"Philadelphia, PA, USA",,
Pittet,Premises of Charles Pittet,France,,
Pittsburgh,Pittsburgh,"Pittsburgh, PA, USA",,
Place de l'Opéra,Place de l'Opéra,"Paris, France",,
Place de la Madeleine,Place de la Madeleine,"Paris, France",,
"Place du Musée, Brussels",Place du Musée,"Brussels, Belgium",,
Providence,Providence,"Providence, RI, UA",,
"quai Charles Guiniot, Amboise",quai Charles Guinot,"Amboise, France",,
"quai Charles Quinot, Amboise",quai Charles Guinot,"Amboise, France",,
Quai de Billy 53,53 quai de Billy,"Paris, France",,
quai Malaquais,quai Malaquais,"Paris, France",,
Reims,Reims,"Reims, France",,
"Reims, France",Reims,"Reims, France",,
Riga,Riga,"Riga, Latvia",,
"Rio de Janeiro, Bresil",Rio de Janeiro,"Rio de Janeiro, Brazil",,
Rome,Rome,"Rome, Italy",,
Rotterdam,Rotterdam,"Rotterdam, The Netherlands",,
"Rotterdam, Pays-Bas",Rotterdam,"Rotterdam, The Netherlands",,
Roubaix,Roubaix,"Roubaix, France",,
"Roubaix, Paris, France",Roubaix,"Paris, France",,
"Rouen, France",Rouen,"Rouen, France",,
"route de Dieppe, Le Tréport",route de Dieppe,"Le Tréport, France",,
Rue Ampère,rue Ampère,"Paris, France",,
"rue Auber, 7",7 rue Auber,"Paris, France",,
"Rue Blanche, Brussels",rue Blanche,"Brussels, Belgium",,
Rue Brochant,rue Brochant,"Paris, France",,
Rue Cambon,rue Cambon,"Paris, France",,
rue Cassini 10,10 rue Cassini,"Nice, France",,
rue Cauchois,rue Cauchois,"Paris, France",,
rue Caumartin,rue Caumartin,"Paris, France",,
Rue Caumartin,rue Caumartin,"Paris, France",,
rue Chaptal,rue Chaptal,"Paris, France",,
Rue Clignancourt,rue Clignancourt,"Paris, France",,
rue d'Athènes,rue d'Athènes,"Paris, France",,
rue D'athènes,rue d'Athènes,"Paris, France",,
Rue Dauphine,rue Dauphine,"Paris, France",,
rue de Babylon,rue de Babylone,"Paris, France",,
rue de Berlin,rue de Liège,"Paris, France",,
Rue de Berlin,rue de Liège,"Paris, France",,
rue de Berry 7,7 rue de Berri,"Paris, France",,
rue de Boulogne,rue de Boulogne,"Paris, France",,
rue de Châteaudun,rue de Châteaudun,"Paris, France",,
Rue de Doai,rue de Douai,"Paris, France",,
rue de Douais 63,63 rue de Douai,"Paris, France",,
Rue de Fleurus,rue de Fleurus,"Paris, France",,
rue de Grammont,rue de Grammont,"Paris, France",,
rue de l'abbeye 14,14 rue de l'Abbaye,"Paris, France",,
Rue de l'abreuvoir,rue de l'Abreuvoir,"Paris, France",,
"rue de l'Eglise, Ouvers sur Oise",rue de l'Eglise,"Auvers sur Oise, France",,
Rue de la Benne,rue de la Benne,France,,
Rue de la Bruyère N. 5,5 rue de la Bruyère,"Paris, France",,
rue de la Faisanderie,rue de la Faisanderie,"Paris, France",,
Rue de la Faisanderie,rue de la Faisanderie,"Paris, France",,
rue de la faisonnerie,rue de la Faisanderie,"Paris, France",,
rue de la Paix,rue de la Paix,"Paris, France",,
Rue de la Paix,rue de la Paix,"Paris, France",,
Rue de la Rochefoucault,rue de la Rochefoucauld,"Paris, France",,
rue de la Seine,rue de la Seine,"Paris, France",,
Rue de Maubeuge 18,18 rue de Maubeuge,"Paris, France",,
rue de Richelieu,rue de Richelieu,"Paris, France",,
rue de Rome,rue de Rome,"Paris, France",,
rue de Rome 83,83 rue de Rome,"Paris, France",,
"rue de Rome, 83",83 rue de Rome,"Paris, France",,
Rue de Sèze,rue de Sèze,"Paris, France",,
rue de Tilsitt,rue de Tilsitt,"Paris, France",,
Rue de Trévise 36,36 rue de Trévise,"Paris, France",,
rue de Verneuil,rue de Verneuil,"Paris, France",,
rue Denfert Rochereau 37,37 rue Denfert Rochereau,"Paris, France",,
rue Dieu,rue Dieu,"Paris, France",,
rue Drouot,rue Drouot,"Paris, France",,
Rue du 4 Septembre 12,12 rue du 4 Septembre,"Paris, France",,
rue du salker,rue du Salker,France,,
rue Duperré 17,17 rue Duperré,"Paris, France",,
Rue Duperré 4 ou 6,4 or 6 rue Duperré,"Paris, France",,
Rue Dupreré 4 ou 6,4 or 6 rue Duperré,"Paris, France",,
"Rue Espagnole, Bruges",rue Espagnole,"Bruges, Belgium",,
Rue Fontaine,rue Fontaine,"Paris, France",,
Rue Forest,rue Forest,"Paris, France",,
rue Fould,rue Fould,France,,
rue Glück,rue Glück,"Paris, France",,
"Rue Glück, 2",2 rue Glück,"Paris, France",,
"Rue Glück, 3",3 rue Glück,"Paris, France",,
"Rue Glück, 4",4 rue Glück,"Paris, France",,
rue Godot,rue Godot de Mauroy,"Paris, France",,
Rue Lafayette,rue Lafayette,"Paris, France",,
"rue Lafayette, 34",34 rue Lafayette,"Paris, France",,
rue Laffitte,rue Laffitte,"Paris, France",,
Rue Laffitte,rue Laffitte,"Paris, France",,
rue Lamennais,rue Lamennais,"Paris, France",,
Rue le Pelletier,rue Le Peletier,"Paris, France",,
rue Lepelletier,rue Le Peletier,"Paris, France",,
rue Lepic,rue Lepic,"Paris, France",,
rue Mogador,rue Mogador,"Paris, France",,
Rue Mogador,rue Mogador,"Paris, France",,
rue Moncey,rue Moncey,"Paris, France",,
Rue Moncey,rue Moncey,"Paris, France",,
Rue Montenotte,rue Montenotte,"Paris, France",,
"Rue Moutant 14, Marseille",rue Moutant 14,"Marseille, France",,
Rue Mozart,avenue Mozart,"Paris, France",,
Rue Pelouze,rue Pelouze,"Paris, France",,
Rue Pergolèse,rue Pergolèse,"Paris, France",,
Rue Pigalle,rue Pigalle,"Paris, France",,
rue Povars Kay,rue Povars Kay,France,,
"rue Prader 29, Ville d'Avray",29 rue Prader,"Ville d'Avray, France",,
rue Saint Georges,rue Saint Georges,"Paris, France",,
rue Saint Guillaume,rue Saint Guillaume,"Paris, France",,
Rue Saint Roch,rue Saint Roch,"Paris, France",,
rue Scribe,rue Scribe,"Paris, France",,
Rue Scribe,rue Scribe,"Paris, France",,
rue Spontin,rue Spontini,"Paris, France",,
Rue Taillaut,rue Taillaut,France,,
rue Taitbout,rue Taitbout,"Paris, France",,
Rue Taitbout,rue Taitbout,"Paris, France",,
rue Taitbout 47,47 rue Taitbout,"Paris, France",,
Rue Viscoroti,rue Visconti,"Paris, France",,
rue Volney,rue Volney,"Paris, France",,
Rueil,Rueil,"Rueil Malmaison, France",,
Russia,Russia,Russia,,
Saint Cloud,Saint Cloud,"Saint Cloud, France",,
Saint Croix,Saint Croix,"Sainte Croix du Verdon, France",,
Saint Gilles,Saint Gilles,"Saint Gilles, Belgium",,
Saint Jean de Luz,Saint Jean de Luz,"Saint Jean de Luz, France",,
"Saint Louis, MO, USA",Saint Louis,"Saint Louis, MO, USA",,
saint Paul,Saint Paul,"Saint Paul de Vence, France",,
Saint Paul,Saint Paul,"Saint Paul de Vence, France",,
"Saint Petersbourg, Russie",Saint Petersburg,"Saint Petersburg, Russia",,
Saint Petersburg,Saint Petersburg,"Saint Petersburg, Russia",,
Saint Rémy les Chevreuses S & O,Saint Rémy lès Chevreuse,"Saint Rémy lès Chevreuse, France",,
"San Donato (near Firenze), Italia",San Donato,"San Donato, Italy",,
San Francisco,San Francisco,"San Francisco, CA, USA",,
"San Francisco, CA, USA",San Francisco,"San Francisco, CA, USA",,
San Salvador,San Salvador,"San Salvador, El Salvador",,
"Schapertrasse 15, Berlin",15 Schapertrasse,"Berlin, Germany",,
Scheveningen,Scheveningen,"The Hague, The Netherlands",,
"Schomergasse 17 1/2, Munich",17 1/2 Schomergasse,"Munich, Germany",,
Siège social,Premises of Goupil & Cie Paris,"Paris, France",,
"Siège social Goupil & Cie, 9 rue Chaptal, Paris, France.",9 rue Chaptal,"Paris, France",,
Sociéte des Amis des Arts de Reims,Premises of Sociéte des Amis des Arts de Reims,"Reims, France",,
Société des arts de Mulhouse,Premises of Société des Arts de Mulhouse,"Mulhouse, France",,
Société des Arts de Mulhouse,Premises of Société des Arts de Mulhouse,"Mulhouse, France",,
Société des beaux arts à Reims,Premises of Sociéte des Amis des Arts de Reims,"Reims, France",,
Société des galeries Georges Petit,7 rue Saint Georges,"Paris, France",,
Société des Galeries Georges Petit,7 rue Saint Georges,"Paris, France",,
"Société des galeries Georges Petit, Paris",7 rue Saint Georges,"Paris, France",,
"Sortain, 11 rue Scribe",11 rue Scribe,"Paris, France",,
St. Louis,Saint Louis,"St. Louis, MO, USA",,
St. Petersburg,Saint Petersburg,"Saint Petersburg, Russia",,
"St. Petersburg, Russia",Saint Petersburg,"Saint Petersburg, Russia",,
Stuttgart,Stuttgart,"Stuttgart, Germany",,
"Stuttgart, Allemagne",Stuttgart,"Stuttgart, Germany",,
"Stuttgart, Germany",Stuttgart,"Stuttgart, Germany",,
"Succursale de Berlin, Allemagne",63 Charlottenstrasse,"Berlin, Germany",,
"Succursale de Berlin, Allemagne.",63 Charlottenstrasse,"Berlin, Germany",,
"Succursale de Boulevard, Paris, France",19 boulevard Montmartre,"Paris, France",,
Succursale de Bruxelles,Premises of Goupil & Cie Brussels,"Brussels, Belgium",,
"Succursale de Bruxelles, Belgique",Premises of Goupil & Cie Brussels,"Brussels, Belgium",,
"Succursale de Bruxelles, Belgique.",Premises of Goupil & Cie Brussels,"Brussels, Belgium",,
Succursale de Bruxelles.,Premises of Goupil & Cie Brussels,"Brussels, Belgium",,
"Succursale de l'Opéra, Paris",2 Place de l'Opéra,"Paris, France",,
"Succursale de l'Opéra, Paris, France",2 Place de l'Opéra,"Paris, France",,
"Succursale de l'Opéra, Paris, France.",2 Place de l'Opéra,"Paris, France",,
"Succursale de l'Opéra, Paris, France[rayé]",2 Place de l'Opéra,"Paris, France",,
Succursale de La Haye,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
"Succursale de La Haye, Pays-Bas",Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
"Succursale de La Haye, Pays-Bas; Opéra",Premises of Goupil & Cie The Hague; 2 Place de l'Opéra,"[multiple locations] The Hague, The Netherlands; Paris, France",,
"Succursale de La Haye, Pays-Bas.",Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
"Succursale de La Haye, Pays-Pas",Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
Succursale de La Haye; Opéra,Premises of Goupil & Cie The Hague; 2 Place de l'Opéra,"[multiple locations] The Hague, The Netherlands; Paris, France",,
Succursale de La Haye.,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
Succursale de Londres,Premises of Goupil & Cie London,"London, England, UK",,
"Succursale de Londres, Grande-Bretagne",Premises of Goupil & Cie London,"London, England, UK",,
"Succursale de Londres, Grande-Bretagne.",Premises of Goupil & Cie London,"London, England, UK",,
"Succursale de New York, Etats-Unis.",289 Broadway street,"New York, NY, USA",,
"succursale du Boulevard, Paris, Fance.",19 boulevard Montmartre,"Paris, France",,
"Succursale du boulevard, Paris, France",19 boulevard Montmartre,"Paris, France",,
"Succursale du boulevard, Paris, france.",19 boulevard Montmartre,"Paris, France",,
"Succursale du Boulevard, Paris, France.",19 boulevard Montmartre,"Paris, France",,
The Hague,The Hague,"The Hague, The Netherlands",,
Toledo,Toledo,"Toledo, Spain",,
Tooth & Sons,Premises of Arthur Tooth & Sons,"[multiple locations] London, England, UK; Paris, France; New York, NY, USA",,
Toulouse,Toulouse,"Toulouse, France",,
"Trieste, Italie",Trieste,"Trieste, Italy",,
"Troy, NY, USA",Troy,"Troy, NY, USA",,
Tülemont,Premises of Tülemont,France,,
Utrecht,Utrecht,"Utrecht, The Netherlands",,
"Utrecht, Nederland",Utrecht,"Utrecht, The Netherlands",,
"Utrecht, Netherlands",Utrecht,"Utrecht, The Netherlands",,
"Utrecht, Pays-Bas",Utrecht,"Utrecht, The Netherlands",,
Utretcht,Utrecht,"Utrecht, The Netherlands",,
Vendu à La Haye,The Hague,"The Hague, The Netherlands",,
Vendu au boulevard,19 boulevard Montmartre,"Paris, France",,
Vendu au Boulevard Montmartre,19 boulevard Montmartre,"Paris, France",,
Vendu en vente publique par M. Paul Chevallier,10 rue Grange Batelière,"Paris, France",,
Vendu en vente publique par M. Paul Chevallier 18 février 1872,10 rue Grange Batelière,"Paris, France",,
Vendu en vente publique par Paul Chevallier,10 rue Grange Batelière,"Paris, France",,
Vendu en Vente Publique par Paul Chevallier,10 rue Grange Batelière,"Paris, France",,
Vendu en vente publique par Paul Chevallier 18 février 1882,10 rue Grange Batelière,"Paris, France",,
Vendu en vente publique par Paul Chevallier 18 Février 1882,10 rue Grange Batelière,"Paris, France",,
Vendu en vente publique par Paul Chevallier 6 avril 1882,10 rue Grange Batelière,"Paris, France",,
vendu exposition de Marseille,Premises of Exposition Marseille,"Marseille, France",,
vendu par notre maison de La Haye,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
vendu par notre maison de Londres,Premises of Goupil & Cie London,"London, England, UK",,
Vendu par Petit,7 rue Saint Georges,"Paris, France",,
Venice,Venice,"Venice, Italy",,
vente à Rotterdam,Rotterdam,"Rotterdam, The Netherlands",,
vente Amsterdam,Amsterdam,"Amsterdam, The Netherlands",,
Vente Amsterdam,Amsterdam,"Amsterdam, The Netherlands",,
Vente Amsterdam La Haye,Amsterdam,"Amsterdam, The Netherlands",,
"Vente Amsterdam, Pays-Bas",Amsterdam,"Amsterdam, The Netherlands",,
"Vente Amsterdam, Pays-Bas.",Amsterdam,"Amsterdam, The Netherlands",,
Vente chez Christie & Cie à,"Premises of Christie, Manson & Woods","London, England, UK",,
Vente chez Christie & Cie à Londres,London,"London, England, UK",,
Vente chez Christie & Co à Londres,London,"London, England, UK",,
Vente chez Christie et Cie à Londres,London,"London, England, UK",,
Vente Christie,"Premises of Christie, Manson & Woods","London, England, UK",,
Vente Christie & Cie à Londres,London,"London, England, UK",,
Vente Christie Londres,London,"London, England, UK",,
vente Christie Londres n° 125,"Premises of Christie, Manson & Woods","London, England, UK",,
Vente de charité de Mme Boussod,Premises of charité de Mme Boussod,France,,
Vente du 23 aout 1887 Paul Chevallier,10 rue Grange Batelière,"Paris, France",,
Vente hotel Drouot,Premises of Hotel Drouot,"Paris, France",,
Vente Hotel Drouot,Premises of Hotel Drouot,"Paris, France",,
"Vente La Haye, Pays-Bas.",The Hague,"The Hague, The Netherlands",,
vente New York,New York,"New York, NY, USA",,
Vente New York,New York,"New York, NY, USA",,
Vente Post,[no place],[no place],,
vente publique,[no place],[no place],,
Vente publique,[no place],[no place],,
vente publique  New York,New York,"New York, NY, USA",,
Vente publique à Amsterdam,Amsterdam,"Amsterdam, The Netherlands",,
Vente publique Amsterdam,Amsterdam,"Amsterdam, The Netherlands",,
Vente publique frais 20%,[no place],[no place],,
Vente publique Frais 20%,[no place],[no place],,
vente publique La Haye,The Hague,"The Hague, The Netherlands",,
Vente publique La Haye,The Hague,"The Hague, The Netherlands",,
vente publique New York,New York,"New York, NY, USA",,
Vente publique New York,New York,"New York, NY, USA",,
Vente publique New York [rayé],New York,"New York, NY, USA",,
Vente publique New York.,New York,"New York, NY, USA",,
"Vente publique par Léon Tual, commissaire priseur",56 rue de la Victoire,"Paris, France",,
Vente publique par M. Paul Chevallier le 06 avril 1882,10 rue Grange Batelière,"Paris, France",,
Vente publique Rotterdam,Rotterdam,"Rotterdam, The Netherlands",,
Vente publique Rotterdam n. 526,Rotterdam,"Rotterdam, The Netherlands",,
"vente publique Sachse et Cie, Berlin",Berlin,"Berlin, Germany",,
"Vente publique Sachse et Cie, Berlin",Berlin,"Berlin, Germany",,
"Vente publique, Amsterdam",Amsterdam,"Amsterdam, The Netherlands",,
"Vente publique, La Haye, Pays-Bas.",The Hague,"The Hague, The Netherlands",,
"Vente publique, Londres (Christie)",London,"London, England, UK",,
"Vente publique, Londres (Christie) n° 121",London,"London, England, UK",,
"Vente publique, Londres (Christie) n°109",London,"London, England, UK",,
"Vente publique, Londres (Christie) n°114",London,"London, England, UK",,
"Vente publique, New York",New York,"New York, NY, USA",,
"Vente publique, New York [rayé].",New York,"New York, NY, USA",,
"Vente publique, New York.",New York,"New York, NY, USA",,
"Vente publique, Paris",Paris,"Paris, France",,
"Vente publique, Paris (17/05/1913)",Paris,"Paris, France",,
"Vente Publique, Paris (17/05/1913)",Paris,"Paris, France",,
"Vente publique, Paris (Baudouin, Paris, France (16 rue d'Argout, commissaire-priseur).",Paris,"Paris, France",,
"Vente publique, Paris (H. Baudouin, commissaire-priseur)",Paris,"Paris, France",,
"Vente publique, Paris (H. Baudouin, Commissaire-priseur).",Paris,"Paris, France",,
"Vente publique, Paris (Hotel Drouot)",Premises of Hotel Drouot,"Paris, France",,
"Vente publique, Paris (J. Allard & Cie, commissaire-priseur)",Paris,"Paris, France",,
"Vente publique, Paris (Lair Dubreuil, commissaire-priseur, 6 rue Favart).",Paris,"Paris, France",,
"Vente publique, Paris (Lair Dubreuil, commissaire-priseur).",Paris,"Paris, France",,
"Vente publique, Paris (Lair Dubreuil, commissaire-priseur). (3 mars 1919)",Paris,"Paris, France",,
"Vente publique, Paris (Lair Dubreuil, commissaire-priseur). 22 mai 1919",Paris,"Paris, France",,
"Vente publique, Paris (Leon Tual, commissaire-priseur)",Paris,"Paris, France",,
"Vente publique, Paris (Paul Chevallier, Commissaire-priseur, 10 rue Grange Batelière, Paris, France).",Paris,"Paris, France",,
"Vente publique, Paris (Paul Chevallier, commissaire-priseur)",Paris,"Paris, France",,
"Vente publique, Paris, du 04/12/1918",Paris,"Paris, France",,
"Vente publique, Paris, France",Paris,"Paris, France",,
"Vente publique, Paris, France (A. Couturier, commissaire-priseur, Paris, 56, rue de la Victoire).",Paris,"Paris, France",,
"Vente publique, Paris, France (Georges Duchesne, commissaire-priseur, 6 rue de Hanovre, Paris).",Paris,"Paris, France",,
"Vente publique, Paris, France (Georges Duchesne,commissaire-priseur, 6 rue de Hanovre, Paris).",Paris,"Paris, France",,
"Vente publique, Paris, France (Paul Chevallier, commissaire-priseur, 10 rue de la grange Batelière, Paris, France).",Paris,"Paris, France",,
"Vente publique, Paris, France (Paul Chevallier, commissaire-priseur, 10 rue de la Grange Batelière, Paris).",Paris,"Paris, France",,
"Vente publique, Paris, France (Paul Chevallier, Commissaire-priseur, 10 rue Grange Batelière, Paris, France).",Paris,"Paris, France",,
"Vente publique, Paris, France (Tual, commissaire-priseur)",Paris,"Paris, France",,
"Vente publique, Philadelphia",Philadelphia,"Philadelphia, PA, USA",,
"Vente publique, Philadelphie",Philadelphia,"Philadelphia, PA, USA",,
"Vente publique, Philadelphie.",Philadelphia,"Philadelphia, PA, USA",,
"Vente publique, Rotterdam",Rotterdam,"Rotterdam, The Netherlands",,
vente Rotterdam,Rotterdam,"Rotterdam, The Netherlands",,
Vente Rotterdam,Rotterdam,"Rotterdam, The Netherlands",,
Vente Rotterdam n° 828,Rotterdam,"Rotterdam, The Netherlands",,
"Vente Rotterdam, Pays-Bas",Rotterdam,"Rotterdam, The Netherlands",,
"Vente Rotterdam, Pays-Bas.",Rotterdam,"Rotterdam, The Netherlands",,
"Vente Rotterdam, Pays-Pas.",Rotterdam,"Rotterdam, The Netherlands",,
"via Marzutte 42, Rouen",42 via Marzutte,"Rouen, France",,
"viale Principale Eugenio 26, Florence",26 viale Principale Eugenio,"Florence, Italy",,
Vichy,Vichy,"Vichy, France",,
Vienna,Vienna,"Vienna, Austria",,
"Vienna, Austria",Vienna,"Vienna, Austria",,
Vienne,Vienna,"Vienna, Austria",,
"Vienne, Autriche",Vienna,"Vienna, Austria",,
"Villa Ducale Sitta, Varese",Premises of Villa Ducale Sitta,"Varese, Italy",,
"Villa Fressinet, Grasse",Premises of Villa Fressinet,"Grasse, France",,
"Villa Gabrielle, Dinard",Premises of Villa Gabrielle,"Dinard, France",,
"villa roux  Moustapha, Alger",Premises of Villa Roux Moustapha,French Algeria,,
Zurich,Zurich,"Zurich, Switzerland",,
